id,observed_on,user_id,latitude,longitude,field:colour,field:head capsule visible
13127496,2018-06-03,977067,28.0746166667,-82.376175,,
13128120,2018-06-04,29712,39.2255666667,-96.401405,Black,
13131327,2018-06-02,273707,42.633368,-80.576506,,
13131371,2018-05-31,977198,28.073871,-82.375376,Black,
13141746,2018-06-05,998629,39.149583138,-76.827998728,Black,
13144772,2018-06-05,1004579,28.585520961,-81.0484922945,Black,
13150567,2018-06-05,979371,28.0738805,-82.376725,Black,
13157871,2018-06-05,874346,29.54296717,-98.33112633,Black,
13173708,2018-06-06,629223,39.7555366667,-82.879105,Black,
13186960,2018-06-06,18812,28.4965092974,-96.8433310369,,
13250431,2018-06-07,288963,29.287925,-94.796805,Black,
13267907,2018-06-08,274968,41.7150789506,-72.2459994775,,
13280887,2018-06-09,4819,39.6289942881,-75.7378568826,Black,
13301937,2018-06-10,109346,30.0915802023,-98.4294507693,Red,
13308938,2018-06-07,388036,30.2660126849,-95.6802704791,Black,
13312224,2018-06-10,920450,31.3793359,-91.3987257,Red,
13320205,2018-06-10,889270,38.6679533333,-90.3627916667,Black,
13320743,2018-06-09,435598,30.4118509654,-97.6486383489,Black,
13323712,2018-06-07,164753,36.698396281,-84.5350620291,Black,
13338556,2018-06-11,439033,29.8816280365,-97.911026001,Red,
13354640,2018-06-08,46101,30.5565136385,-97.6136314166,Red,
13373746,2018-06-11,698218,42.4436750177,-76.758037459,,
13382597,2018-06-10,752343,29.7910124193,-90.1212767564,,
13401791,2018-06-13,639574,41.2347073437,-95.9374631855,Black,
13403234,2018-06-13,770873,37.2984695435,-78.3958892822,Black,
13410448,2018-06-12,112034,35.5794422,-82.4942283,Black,
13423070,2018-06-14,939972,30.0827305,-97.8723533333,Black,
13432565,2018-06-14,972224,36.22625,-86.6317966667,Black,
13450031,2018-06-15,364451,38.9188221703,-77.1371746436,Black,
13455459,2018-06-11,112578,31.794452203,-97.5751357259,Black,
13463893,2018-06-15,206492,29.6560205366,-98.1862277123,Black,
13466812,2018-06-15,962311,38.5515632629,-90.5503616333,Black,
13468427,2018-06-15,31092,38.9529897943,-77.274617535,Black,
13471391,2018-06-03,111285,29.4629093198,-98.4701531423,Red,
13477606,2018-06-16,1016521,39.3869288216,-77.426380981,Black,
13492298,2018-06-16,506391,31.4133625717,-97.2661149562,Black,
13503769,2018-06-16,45587,32.31671119,-87.0966311,,
13505599,2018-06-16,201832,33.5538111111,-81.7320944444,Red,
13511693,2018-06-17,843786,39.6138822393,-86.0759822401,Black,
13512852,2018-06-16,499113,40.0052388833,-83.0213,Black,
13566907,2018-06-10,922012,38.315611942,-95.955362572,Black,
13585540,2018-06-19,1034528,38.96727,-77.13845,Black,
13593956,2018-06-17,46101,30.5578795156,-97.6133016567,Black,
13605864,2018-06-20,956218,29.6730166667,-82.4155583333,Black,
13607320,2018-06-20,738441,39.2280551827,-86.3968525706,Black,
13609335,2018-06-20,251810,29.4113053428,-98.4956432507,Black,
13611059,2018-06-20,79395,40.4728164152,-74.5264906716,Black,
13616751,2018-06-20,1036644,39.8984378,-74.2060869,Black,
13624538,2018-06-20,956059,39.9836432799,-75.2248802741,Black,
13652841,2018-06-21,996715,41.3799492653,-73.551004529,Black,
13664750,2018-06-21,492790,38.8399892866,-79.3708642261,Black,
13671199,2018-06-19,778108,34.9398816769,-76.8238846302,Red,
13677974,2018-06-22,1016292,39.8561378893,-75.0352494791,Black,
13680284,2018-06-22,770997,40.4201133333,-74.7883083333,Black,
13684148,2018-06-22,1026661,36.5303153992,-82.8617553711,Black,
13688715,2018-06-22,253271,41.8854833333,-72.4835583333,Black,
13690675,2018-06-20,127188,32.58687,-97.0897766667,Black,
13691020,2018-04-08,6971,30.44827,-99.81694,Black,
13695030,2018-06-22,2002,38.839268,-77.211738,Black,
13702106,2018-06-23,65539,30.1538349095,-97.4528181553,Black,
13710904,2018-06-22,435598,28.4965558294,-96.8431175756,Black,
13713859,2018-06-23,491038,39.0199880954,-76.9399933052,Black,
13714179,2018-06-23,505286,40.0725383333,-75.2253599833,Black,
13716831,2018-06-23,566319,40.0690335816,-79.4321436307,Black,
13718300,2018-06-23,1000228,36.038394928,-78.8904876709,Black,
13718999,2018-06-22,292424,38.3343999647,-77.141947467,Black,
13726562,2018-06-23,567145,30.3957716667,-97.6830833333,Red,
13730704,2018-06-24,558341,40.2662616667,-75.1469278333,Black,
13731099,2018-06-24,143523,39.3310950045,-76.6442546156,,
13732347,2018-06-24,176229,35.889595,-79.0452333333,Black,
13738956,2018-06-24,1016647,40.5512497791,-79.8423867072,Black,
13748739,2018-06-24,537310,40.903632177,-72.7519444903,Black,
13750462,2018-06-23,567145,30.3962533333,-97.68387,,
13752897,2018-06-24,410175,38.9015296334,-77.0900549367,Black,
13752917,2018-06-23,4860,41.0788933333,-81.35268,Black,
13753225,2018-06-24,1037244,40.0197104691,-76.6944244131,Black,
13756312,2018-06-23,909380,40.0724983215,-75.2252807617,Black,
13758842,2018-06-24,35078,40.6626930319,-74.5498188325,Black,
13761128,2018-06-24,627942,40.0374145508,-75.2469940186,Black,
13761477,2018-06-24,652190,40.5933151245,-80.1629180908,Black,
13763027,2018-06-24,1515879,38.6805177,-77.2196737,Black,
13772366,2018-06-25,938059,29.5878164051,-97.5852109865,Black,
13776482,2018-06-25,5813,40.6508973,-80.1763467,Black,
13777039,2018-06-25,760569,33.406625,-86.7770383333,Red,
13777380,2018-06-25,624862,39.9510116667,-75.2530966667,Black,
13781339,2018-06-25,169099,41.25755,-82.0620111667,Black,
13782621,2018-06-22,785399,33.76179,-90.144395,Red,
13783276,2018-06-24,956059,39.8887182267,-75.5421564303,Black,
13796699,2018-06-23,17846,40.9116714365,-81.4699855778,Black,
13800011,2018-06-26,1036631,39.6267857915,-76.4764365089,Black,
13801088,2018-06-25,49797,29.5875093487,-97.5829153508,Black,
13801979,2018-06-26,228032,39.0031666667,-77.0655221667,Black,
13805777,2018-06-26,1047310,40.0286651484,-75.1113766746,Black,
13813311,2018-06-26,491038,39.2185325409,-76.6464618222,Black,
13813408,2018-06-26,523758,39.8391133333,-75.1694866667,Black,
13813527,2018-06-26,579896,39.4299130747,-77.4984185771,Black,
13815008,2018-06-26,226045,29.6159194444,-82.2935666667,Black,
13817478,2018-06-26,169566,38.657875,-76.8280633333,Black,
13818101,2018-06-26,1048794,40.95552206,-76.9239871,Black,
13828050,2018-06-27,273526,40.3779866631,-75.1254901402,Black,
13828724,2018-06-27,151342,40.780975,-74.1008611667,Black,
13829622,2018-06-27,497521,40.0934719295,-77.267292291,Black,
13832925,2018-06-27,169089,41.4110549786,-81.8859764189,Black,
13847425,2018-06-27,290485,39.894248537,-84.1679809074,Black,
13849176,2018-06-27,252849,35.9686866667,-78.6435783333,Black,
13849565,2018-06-27,288963,35.190045,-97.2725216667,Red,
13850943,2018-06-24,192858,38.9015111459,-77.0900758376,Black,
13858985,2018-06-28,981873,40.1411455836,-83.157668953,,
13865410,2018-06-28,42746,39.2641416667,-76.5840216667,Black,
13866269,2018-06-28,294621,38.5729665015,-77.6432665203,Black,
13870038,2018-06-28,519685,38.0066538463,-76.7986327597,,
13871295,2018-06-28,1050598,38.9065009578,-78.6014827526,Black,
13871847,2018-06-28,1052706,41.3333898865,-73.897544138,Black,
13872276,2018-06-28,990787,41.7634219,-72.6128339,Black,
13873610,2018-06-28,224171,39.0875695,-77.1264416667,Black,
13873646,2018-06-28,224171,39.0876388333,-77.1264945,Black,
13875159,2018-06-28,981042,41.3289,-73.5482716667,Black,
13886099,2018-06-29,293372,41.2889716667,-73.70787,Black,
13887178,2018-06-29,1008416,40.046875,-75.1121221667,Black,
13887417,2018-06-29,654108,41.0409916667,-74.7338111111,Black,
13892510,2018-06-29,981042,41.3290133333,-73.5483083333,Black,
13893789,2018-06-29,446824,38.9284752933,-77.3390460873,Black,
13899891,2018-06-29,881722,39.4145907084,-84.4823146161,Black,
13900133,2018-06-29,680060,28.5696117496,-80.997642775,Black,
13911029,2018-06-30,1016166,40.8928925917,-72.9730391969,Black,
13912452,2018-06-29,151342,40.71378,-74.4881133333,Black,
13912593,2018-06-22,703773,30.0999497845,-90.3218891941,Red,
13916540,2018-06-30,35327,40.5857658386,-79.8817367554,Black,
13917779,2018-06-30,1018538,32.8260416667,-97.45958,Red,
13917955,2018-06-30,589899,40.0269050598,-75.01197052,Black,
13919115,2018-06-30,472359,37.5607866667,-84.2327116667,Black,
13922621,2018-06-29,956218,29.7286129952,-82.4179679139,Black,
13926343,2018-06-30,937089,39.1686029493,-76.5308399069,Black,
13930540,2018-06-28,1058016,39.9285470756,-74.9710390717,Black,
13931822,2018-06-30,909380,39.889317,-75.258083,Black,
13934661,2018-06-30,614270,41.70992,-95.2798783333,Black,
13935344,2018-06-14,17932,39.0827383333,-76.754245,Black,
13943077,2018-07-01,1048727,38.287221,-86.0648038,Black,
13944897,2018-07-01,883865,30.3032686284,-89.8453054929,Black,
13950412,2018-07-01,290843,40.9237496613,-73.0282302446,Black,
13955789,2018-07-01,76286,33.1600340037,-96.6153922678,Red,
13956465,2018-07-01,651182,38.9452334633,-77.1230062936,Black,
13959172,2018-06-30,505286,39.889935,-75.25993165,Black,
13959964,2018-07-01,301497,41.2091229567,-72.9239422263,Black,
13965106,2018-07-01,981042,41.3285616667,-73.5483083333,Black,
13965132,2018-07-01,981042,41.32877,-73.5485533333,Black,
13965138,2018-07-01,981042,41.3288466667,-73.5485,Black,
13965331,2018-07-01,437734,37.25077,-75.999895,Red,
13970359,2018-07-01,963640,41.6879081726,-72.8489303589,Black,
13978416,2018-07-02,525598,40.37982918,-76.26225379,Black,
13983168,2018-07-02,787290,33.2578430176,-96.6535644531,,
13988738,2018-07-02,939163,39.2733335076,-76.7558949441,Black,
13991061,2018-07-02,1057059,40.5989263758,-74.9020311981,Black,
13993900,2018-07-02,964807,34.9841525581,-82.1772422659,Black,
13994758,2018-07-02,224171,39.0874221667,-77.1263111667,Black,
13995964,2018-07-02,1061922,41.3465847921,-72.7014245465,Black,
13997742,2018-07-02,997924,38.8781133333,-77.33377,Black,
13999240,2018-07-02,521039,41.5330599545,-72.6048668424,Black,
13999973,2018-07-02,926915,41.3439593245,-73.7318356343,Black,
14000900,2018-07-01,1059442,40.5883956463,-74.138845273,Black,
14009182,2018-07-02,483799,38.9912848615,-83.3773369796,Black,
14012817,2018-07-03,1061449,40.9152533021,-73.12487459,Black,
14016374,2018-07-03,738808,39.3384083826,-76.6414221191,Black,
14018037,2018-07-03,616772,39.7523742992,-79.5377289165,Black,
14020158,2018-07-02,18812,29.3800716231,-95.5977592117,,
14020353,2018-07-03,290843,40.9237133333,-73.028,Black,
14026428,2018-07-03,1025567,39.3825818732,-77.9871575981,Black,
14027041,2018-07-03,237587,39.6977083333,-84.3036583333,Black,
14027183,2018-07-03,237587,39.6977466667,-84.3036116667,Black,
14029223,2018-07-02,633884,40.75553,-74.7688133333,Black,
14031025,2018-07-01,981042,41.3289416667,-73.5484083333,Black,
14036051,2018-07-04,1064577,41.2372130016,-73.6691850052,Black,
14038899,2018-07-04,257060,40.71613,-73.9557583333,Black,
14039069,2018-07-04,1004171,39.0197953955,-77.0691560023,Black,
14040532,2018-07-04,632355,40.8694530311,-73.4798695274,Black,
14040866,2018-06-24,295443,38.7783902045,-77.0632173193,Black,
14050387,2018-07-04,630155,41.7817083333,-73.0502555,Black,
14056574,2018-07-04,745900,43.8344616667,-90.9606783333,Black,
14057163,2018-07-04,837647,28.9458383333,-81.99517,Black,
14057170,2018-07-04,1064117,40.3047366667,-74.287645,Black,
14060843,2018-07-04,44100,40.4415157065,-74.7191073932,,
14063367,2018-07-01,43772,42.0454413251,-73.9420661862,Black,
14064821,2018-07-01,298192,39.4880104065,-77.8042297363,Black,
14069108,2018-07-05,597472,40.0668973158,-75.1738783885,Black,
14072834,2018-07-05,922275,38.8772624,-77.2582958,Black,
14079884,2018-07-05,979317,41.2149422004,-73.6722059017,Black,
14084463,2018-07-05,384891,41.0356880972,-82.0158894035,Black,
14084670,2018-07-05,555667,41.5357281562,-74.0607263382,Black,
14085086,2018-07-05,744712,31.88490572,-86.03054554,Black,
14087493,2018-07-05,994388,34.817170854,-80.8146805528,Red,
14089928,2018-07-05,395284,40.7786760603,-75.2964956413,Black,
14089966,2018-07-05,336464,41.2277207424,-95.9266992286,Black,
14102702,2018-07-04,271806,45.5499554226,-78.6400466633,,
14106209,2018-07-06,1007074,34.5547476132,-86.9534775988,Red,
14108579,2018-07-06,563336,39.2208666667,-76.7645416667,Black,
14109596,2018-07-06,924548,34.71076614,-85.6852259,Black,
14111413,2018-07-06,1045121,40.0460569282,-75.1999641862,Black,
14112934,2018-07-06,277484,37.52949351,-77.4516156,Black,
14113311,2018-07-03,667714,41.7319366667,-73.8767166667,Black,
14117906,2018-07-04,1057949,40.9905677894,-74.9823455047,Black,
14118970,2018-07-06,331926,39.1265712307,-76.8781313699,Black,
14119481,2018-07-05,233760,41.2631383333,-81.558425,Black,
14120487,2018-07-03,889461,36.4567163212,-76.9921769361,Black,
14125099,2018-07-06,1028495,39.2432133333,-76.5966116667,Black,
14129836,2018-07-07,1058016,39.9287419609,-74.9718021601,Black,
14132045,2018-07-07,1057297,40.1922998485,-74.7288690415,Black,
14132401,2018-07-07,999838,42.4360832627,-73.6540080306,Black,
14132510,2018-07-07,999838,42.4405580843,-73.6556136106,Black,
14132865,2018-07-01,1016003,40.0738916667,-75.1102916667,Black,
14137272,2018-07-06,693879,43.4230537415,-80.1622238159,Black,
14139463,2018-07-07,993372,41.4469017542,-72.7335691978,Black,
14149226,2018-07-07,1064628,42.792424,-73.79637,Black,
14149964,2018-07-07,28651,37.8089033333,-79.1795666667,Black,
14152314,2018-07-07,1062213,38.8952338707,-77.0630172561,Black,
14162512,2018-07-07,262973,43.7776507519,-79.2070871261,Black,
14162573,2018-07-07,726237,42.5401033333,-83.6333783333,Red,
14162831,2018-07-07,9706,30.1986564625,-98.1142129141,,
14162882,2018-07-08,1392,41.973478067,-72.8228821153,Black,
14167844,2018-06-16,419895,40.838794542,-73.9426130801,,
14168132,2018-07-08,773040,35.0767638333,-85.2576133333,Black,
14171029,2018-07-08,959782,38.84052685,-77.47600182,Black,
14173281,2018-07-04,3785,38.984182,-77.042505,Black,
14174787,2018-07-08,1074307,44.341275,-78.5344783333,Black,
14175743,2018-07-08,710098,34.9903095,-85.32850353,Red,
14179744,2018-07-08,554509,41.1037971667,-73.8099283333,Black,
14181140,2018-07-08,1075285,40.84365642,-72.94133234,Black,
14181310,2018-07-07,667714,41.6763033333,-73.8960283333,Black,
14182425,2018-07-08,234306,42.8802083333,-73.8146533333,Black,
14188584,2018-07-08,32563,41.1830783333,-73.6874466667,Black,
14206023,2018-07-07,268452,39.0777138889,-76.7715,Black,
14206641,2018-07-09,1077161,39.9744778639,-75.1328743436,Black,
14210998,2018-07-09,1002896,42.2679883333,-73.817875,Black,
14211638,2018-07-09,1047859,40.87406987,-72.85303826,Black,
14215196,2018-07-08,1029788,40.700755,-74.6138166667,Black,
14225056,2018-07-09,1061027,41.7967984,-73.8316606,Black,
14225742,2018-07-08,320520,41.0913598,-81.5183294,Black,
14232679,2018-07-10,81145,43.0679888001,-73.8381710528,Black,
14238092,2018-07-10,284003,42.4008336774,-83.8880425839,Black,
14238651,2018-07-10,1007153,34.9208677253,-89.9310403447,Black,
14243672,2018-07-10,420537,40.8927283333,-72.8058916667,,
14247916,2018-07-09,615638,33.9347204,-112.697335,,
14248438,2018-07-07,451865,38.6773539032,-77.3231672788,,
14248451,2018-07-07,451865,38.6508807064,-77.3995693647,Black,
14249552,2018-07-10,1061654,40.5884327013,-74.1390084475,Black,
14249791,2018-07-10,577059,54.6731001282,-99.1573517771,,
14256140,2018-07-10,875456,30.8807969548,-89.6449861408,Black,
14260252,2018-07-11,1066992,37.2705593065,-76.6914526156,Black,
14262204,2018-07-11,1064227,41.5290034376,-73.5866487399,Black,
14266797,2018-07-11,615025,35.7705328869,-79.1381171279,Black,
14267138,2018-07-07,1079554,40.1925315857,-74.7291946411,Black,
14271585,2018-06-24,694118,41.2437033333,-73.68083,Black,
14273189,2018-07-11,1074760,40.8392414544,-73.1767079607,Black,
14275621,2018-07-11,234306,42.8802272,-73.8147256,Black,
14284614,2018-07-08,1016572,40.8348376873,-72.9218748252,Black,
14286164,2018-07-12,894232,39.5028221794,-79.3728044909,Black,
14290998,2018-07-12,1053032,46.4125171,-87.4087672,Black,
14292261,2018-07-12,1068423,35.0108465105,-82.3054105416,,
14292514,2018-07-06,355317,29.615375,-82.3886133333,Red,
